Date,Day of the Week,First Candle Close Outside of Range,First Candle Close Condition,First Candle Close Price,19:30-20:30 High,19:30-20:30 Low,20:30-16:00 High,20:30-16:00 Low,Break of Range Closing Time,Break of Low Range,Break of Low Range Cross Price,Break of High Range,Break of High Range Cross Price
2024-04-15,Monday,21:00:00,Above High,86.05999755859375,85.97000122070312,85.73999786376953,86.18000030517578,84.05999755859375,,,,,
2024-04-16,Tuesday,21:00:00,Below Low,84.9800033569336,85.5,85.18000030517578,86.08999633789062,84.70999908447266,02:30:00,Crossed Below Low,85.68000030517578,,
2024-04-17,Wednesday,21:15:00,Below Low,82.6500015258789,82.86000061035156,82.66999816894531,85.25,82.54000091552734,22:30:00,,,Crossed Above High,82.86000061035156
2024-04-18,Thursday,21:00:00,Above High,83.69999694824219,82.66999816894531,81.87000274658203,86.29000091552734,81.06999969482422,,,,,
2024-04-21,Sunday,21:30:00,Below Low,81.55000305175781,82.11000061035156,81.62999725341797,81.8499984741211,81.41000366210938,,,,,
2024-04-22,Monday,20:45:00,Above High,82.37999725341797,82.3499984741211,82.05000305175781,82.45999908447266,80.70999908447266,11:45:00,,,Crossed Above High,82.12000274658203
2024-04-22,Monday,20:45:00,Above High,82.37999725341797,82.3499984741211,82.05000305175781,82.45999908447266,80.70999908447266,21:30:00,Crossed Below Low,81.93000030517578,,
2024-04-23,Tuesday,21:00:00,Below Low,83.33000183105469,83.54000091552734,83.4000015258789,83.47000122070312,80.87999725341797,,,,,
2024-04-24,Wednesday,21:45:00,Below Low,82.62999725341797,82.83999633789062,82.63999938964844,83.69999694824219,82.41999816894531,02:30:00,,,Crossed Above High,83.66999816894531
2024-04-24,Wednesday,21:45:00,Below Low,82.62999725341797,82.83999633789062,82.63999938964844,83.69999694824219,82.41999816894531,22:30:00,,,Crossed Above High,82.87999725341797
2024-04-25,Thursday,,,,,,,,,,,,
2024-04-28,Sunday,21:00:00,Below Low,82.9800033569336,83.36000061035156,83.16999816894531,83.29000091552734,82.94999694824219,,,,,
2024-04-29,Monday,21:00:00,Below Low,82.44999694824219,82.6500015258789,82.47000122070312,83.91000366210938,82.4000015258789,03:45:00,,,Crossed Above High,83.36000061035156
2024-04-30,Tuesday,22:00:00,Below Low,81.08999633789062,81.41999816894531,81.0999984741211,83.30000305175781,80.94999694824219,03:15:00,,,Crossed Above High,82.70999908447266
2024-05-01,Wednesday,22:30:00,Above High,79.37999725341797,79.36000061035156,79.05000305175781,81.56999969482422,78.83999633789062,,,,,
2024-05-02,Thursday,20:45:00,Above High,79.3499984741211,79.31999969482422,79.0999984741211,79.88999938964844,78.41000366210938,09:30:00,Crossed Below Low,78.7699966430664,,
2024-05-02,Thursday,20:45:00,Above High,79.3499984741211,79.31999969482422,79.0999984741211,79.88999938964844,78.41000366210938,22:15:00,Crossed Below Low,79.08000183105469,,
2024-05-05,Sunday,,,,,,,,,,,,
2024-05-06,Monday,21:00:00,Below Low,78.80000305175781,79.0199966430664,78.86000061035156,79.08999633789062,77.91000366210938,,,,,
2024-05-07,Tuesday,21:00:00,Below Low,78.19000244140625,78.33999633789062,78.20999908447266,79.18000030517578,77.55000305175781,,,,,
2024-05-08,Wednesday,22:30:00,Above High,79.36000061035156,79.33999633789062,79.22000122070312,79.47000122070312,76.9000015258789,10:30:00,,,Crossed Above High,78.44000244140625
2024-05-09,Thursday,21:00:00,Above High,79.77999877929688,79.69999694824219,79.61000061035156,79.83000183105469,78.88999938964844,09:00:00,Crossed Below Low,79.19999694824219,,
2024-05-12,Sunday,21:00:00,Below Low,77.94999694824219,78.1500015258789,78.0199966430664,78.11000061035156,77.7699966430664,,,,,
2024-05-13,Monday,20:45:00,Above High,79.37000274658203,79.36000061035156,79.0999984741211,79.48999786376953,77.94999694824219,02:00:00,,,Crossed Above High,78.19999694824219
2024-05-14,Tuesday,20:45:00,Below Low,78.30999755859375,78.55000305175781,78.37999725341797,79.30000305175781,77.68000030517578,03:00:00,Crossed Below Low,79.08999633789062,,
2024-05-14,Tuesday,20:45:00,Below Low,78.30999755859375,78.55000305175781,78.37999725341797,79.30000305175781,77.68000030517578,21:30:00,,,Crossed Above High,78.55000305175781
2024-05-15,Wednesday,20:45:00,Above High,79.13999938964844,79.11000061035156,78.9000015258789,79.18000030517578,76.69000244140625,,,,,
2024-05-16,Thursday,20:45:00,Below Low,79.19000244140625,79.47000122070312,79.30999755859375,79.83999633789062,78.19999694824219,03:45:00,Crossed Below Low,78.87999725341797,,
2024-05-19,Sunday,20:45:00,Above High,79.55000305175781,79.5199966430664,79.2699966430664,79.83000183105469,79.36000061035156,,,,,
2024-05-20,Monday,21:45:00,Below Low,79.06999969482422,79.29000091552734,79.12000274658203,80.11000061035156,78.66999816894531,07:30:00,Crossed Below Low,79.26000213623047,,
2024-05-21,Tuesday,20:45:00,Below Low,78.08000183105469,78.37999725341797,78.12000274658203,79.05000305175781,77.6500015258789,,,,,
2024-05-22,Wednesday,20:45:00,Below Low,77.0999984741211,77.2699966430664,77.12999725341797,78.41000366210938,76.83000183105469,,,,,
2024-05-23,Thursday,21:30:00,Above High,76.9800033569336,76.94000244140625,76.76000213623047,78.66000366210938,76.41999816894531,02:45:00,,,Crossed Above High,77.29000091552734
2024-05-26,Sunday,22:00:00,Above High,77.94000244140625,77.9000015258789,77.77999877929688,78.02999877929688,77.75,,,,,
2024-05-27,Monday,22:00:00,Above High,78.79000091552734,78.77999877929688,78.54000091552734,78.94999694824219,77.7300033569336,,,,,
2024-05-28,Tuesday,21:15:00,Below Low,80.13999938964844,80.30000305175781,80.1500015258789,80.2699966430664,78.62000274658203,,,,,
2024-05-29,Wednesday,21:00:00,Above High,79.3499984741211,79.26000213623047,79.0999984741211,80.61000061035156,79.0,04:00:00,,,Crossed Above High,80.5
2024-05-30,Thursday,21:15:00,Below Low,77.63999938964844,77.79000091552734,77.6500015258789,79.36000061035156,77.47000122070312,01:00:00,Crossed Below Low,79.08999633789062,,
2024-06-02,Sunday,20:45:00,Above High,77.0199966430664,76.8499984741211,76.62999725341797,77.5199966430664,76.77999877929688,,,,,
2024-06-03,Monday,20:45:00,Below Low,73.93000030517578,74.11000061035156,73.97000122070312,77.33000183105469,73.56999969482422,09:00:00,Crossed Below Low,76.62000274658203,,
2024-06-04,Tuesday,21:30:00,Above High,73.16999816894531,73.1500015258789,72.9000015258789,73.69000244140625,72.4800033569336,,,,,
2024-06-05,Wednesday,,,,,,,,,,,,
2024-06-06,Thursday,21:00:00,Below Low,75.66000366210938,75.77999877929688,75.68000030517578,75.87999725341797,74.05999755859375,,,,,
2024-06-09,Sunday,20:45:00,Above High,75.58999633789062,75.51000213623047,75.30999755859375,75.9000015258789,75.47000122070312,,,,,
2024-06-10,Monday,20:45:00,Below Low,77.94000244140625,78.16999816894531,77.98999786376953,78.06999969482422,75.30000305175781,,,,,
2024-06-11,Tuesday,21:15:00,Above High,78.23999786376953,78.22000122070312,78.0199966430664,78.37999725341797,77.26000213623047,11:30:00,,,Crossed Above High,78.33000183105469
2024-06-12,Wednesday,21:00:00,Below Low,78.22000122070312,78.3499984741211,78.26000213623047,79.31999969482422,77.88999938964844,11:00:00,Crossed Below Low,77.91000366210938,,
2024-06-13,Thursday,21:00:00,Above High,78.05999755859375,77.87000274658203,77.72000122070312,78.9000015258789,77.66999816894531,04:00:00,,,Crossed Above High,78.43000030517578
2024-06-16,Sunday,21:00:00,Below Low,78.19999694824219,78.3499984741211,78.2300033569336,78.37999725341797,78.0999984741211,,,,,
2024-06-17,Monday,21:30:00,Below Low,79.68000030517578,80.5,79.7300033569336,80.61000061035156,77.87999725341797,03:15:00,,,Crossed Above High,78.41000366210938
2024-06-18,Tuesday,21:30:00,Below Low,80.70999908447266,80.87999725341797,80.73999786376953,81.33000183105469,79.16000366210938,10:30:00,,,Crossed Above High,80.55000305175781
2024-06-19,Wednesday,20:45:00,Below Low,80.48999786376953,80.6500015258789,80.5,81.16000366210938,80.30000305175781,08:30:00,,,Crossed Above High,80.9000015258789
2024-06-20,Thursday,22:30:00,Below Low,81.1500015258789,81.30000305175781,81.16999816894531,81.5199966430664,80.4000015258789,04:30:00,,,Crossed Above High,80.7699966430664
2024-06-23,Sunday,21:00:00,Above High,80.44000244140625,80.43000030517578,80.20999908447266,80.66999816894531,80.30000305175781,,,,,
2024-06-24,Monday,20:45:00,Above High,81.79000091552734,81.76000213623047,81.6500015258789,81.88999938964844,80.26000213623047,21:45:00,Crossed Below Low,81.63999938964844,,
2024-06-25,Tuesday,20:45:00,Above High,80.80000305175781,80.7699966430664,80.66999816894531,81.80999755859375,80.69000244140625,,,,,
2024-06-26,Wednesday,21:00:00,Below Low,80.55000305175781,80.69999694824219,80.55999755859375,81.62999725341797,80.16000366210938,09:30:00,Crossed Below Low,80.62000274658203,,
2024-06-27,Thursday,21:45:00,Above High,82.11000061035156,82.0999984741211,81.86000061035156,82.27999877929688,80.66000366210938,00:15:00,,,Crossed Above High,80.69999694824219
2024-06-30,Sunday,21:15:00,Above High,81.83999633789062,81.83000183105469,81.61000061035156,82.02999877929688,81.6500015258789,,,,,
2024-07-01,Monday,21:45:00,Above High,83.55000305175781,83.52999877929688,83.37999725341797,83.62999725341797,81.69000244140625,,,,,
2024-07-02,Tuesday,21:15:00,Above High,83.06999969482422,83.05000305175781,82.91000366210938,84.37999725341797,82.72000122070312,10:45:00,Crossed Below Low,83.16999816894531,,
2024-07-03,Wednesday,,,,,,,,10:45:00,Crossed Below Low,82.58000183105469,,
2024-07-04,Thursday,21:45:00,Below Low,83.87000274658203,84.0999984741211,83.91000366210938,84.19999694824219,83.02999877929688,,,,,
2024-07-07,Sunday,20:45:00,Below Low,82.87999725341797,83.2300033569336,83.02999877929688,83.13999938964844,82.70999908447266,,,,,
2024-07-08,Monday,21:15:00,Below Low,82.19999694824219,82.33000183105469,82.22000122070312,82.9800033569336,82.02999877929688,,,,,
2024-07-09,Tuesday,21:00:00,Below Low,81.56999969482422,81.69999694824219,81.5999984741211,82.4800033569336,81.25,01:45:00,,,Crossed Above High,82.38999938964844
2024-07-10,Wednesday,20:45:00,Above High,82.55000305175781,82.54000091552734,82.41000366210938,82.86000061035156,80.80999755859375,04:30:00,,,Crossed Above High,81.7300033569336
2024-07-11,Thursday,21:00:00,Below Low,82.91999816894531,83.18000030517578,82.93000030517578,83.16000366210938,81.62999725341797,03:45:00,Crossed Below Low,82.37000274658203,,
2024-07-14,Sunday,20:45:00,Below Low,81.76000213623047,82.30999755859375,81.9800033569336,82.44999694824219,81.61000061035156,21:45:00,,,Crossed Above High,82.3499984741211
2024-07-15,Monday,21:00:00,Below Low,81.75,81.87000274658203,81.77999877929688,82.5,81.47000122070312,,,,,
2024-07-16,Tuesday,21:00:00,Below Low,80.5199966430664,80.79000091552734,80.61000061035156,81.69000244140625,80.22000122070312,22:00:00,,,Crossed Above High,80.8499984741211
2024-07-17,Wednesday,21:00:00,Above High,83.41000366210938,83.25,83.0999984741211,83.54000091552734,80.48999786376953,,,,,
2024-07-18,Thursday,23:15:00,Above High,82.4000015258789,82.37000274658203,82.05000305175781,83.83000183105469,82.04000091552734,05:00:00,Crossed Below Low,83.06999969482422,,
2024-07-21,Sunday,,,,,,,,,,,,
2024-07-22,Monday,,,,,,,,,,,,
2024-07-23,Tuesday,21:00:00,Below Low,77.20999908447266,77.38999938964844,77.30999755859375,77.38999938964844,76.91999816894531,,,,,
2024-07-24,Wednesday,21:00:00,Below Low,77.29000091552734,77.58999633789062,77.33000183105469,78.19999694824219,76.86000061035156,02:30:00,,,Crossed Above High,77.43000030517578
2024-07-25,Thursday,21:30:00,Above High,78.47000122070312,78.38999938964844,78.22000122070312,78.5999984741211,76.02999877929688,11:15:00,,,Crossed Above High,77.7699966430664
2024-07-28,Sunday,21:15:00,Below Low,77.05999755859375,77.38999938964844,77.12999725341797,77.44000244140625,77.0,,,,,
2024-07-29,Monday,21:15:00,Below Low,75.5999984741211,75.69999694824219,75.61000061035156,77.69000244140625,75.36000061035156,01:00:00,,,Crossed Above High,77.48999786376953
2024-07-30,Tuesday,20:45:00,Above High,75.31999969482422,75.30999755859375,75.16999816894531,75.9800033569336,74.5999984741211,03:45:00,,,Crossed Above High,75.81999969482422
2024-07-31,Wednesday,21:15:00,Above High,78.68000030517578,78.66999816894531,78.5,78.76000213623047,75.81999969482422,21:45:00,Crossed Below Low,78.45999908447266,,
2024-08-01,Thursday,20:45:00,Below Low,76.58000183105469,76.87000274658203,76.61000061035156,78.87999725341797,76.23999786376953,23:00:00,,,Crossed Above High,77.08999633789062
